번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수,Unnamed: 47
559,산후조리업,01_01_04_P,4520000,PHMB120074520031042100001,2007-03-30,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 모종동 562번지 6호 미즈산후조리원,충청남도 아산시 번영로 204 (모종동),31521,미즈산후조리원,2023-04-27 14:17:45,U,2023-04-29 02:40:00,,201117.20527898,364782.55029549,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
560,산후조리업,01_01_04_P,4530000,PHMB120144530030042100001,2014-05-14,,1,영업/정상,13,영업중,,,,,0416678560,,,,충청남도 서산시 율지4로 5 (동문동),31992,한마음산후조리원,2015-06-10 12:42:28,I,2018-08-31 23:59:59,,151712.203137588,364467.907544916,13,13,239.54,25.03,17.0,34.13,5.46,20.29,4.48,15.86,2.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,,
561,산후조리업,01_01_04_P,4530000,PHMB120154530030042100001,2015-06-15,,1,영업/정상,13,영업중,,,,,041-429-2004,,,,"충청남도 서산시 남부순환로 1031, 2층 (예천동)",31998,엠산후조리원,2015-07-01 10:47:11,I,2018-08-31 23:59:59,,151012.206568755,363116.223935407,18,18,226.8,35.2,8.6,17.1,4.9,0.0,3.1,6.9,3.0,8.0,,2.0,1.0,,4.0,2.0,,
562,산후조리업,01_01_04_P,4490000,PHMB120154490260042100001,2015-08-21,,1,영업/정상,13,영업중,,,,,041-412-5566,,31176,충청남도 천안시 동남구 신방동 67번지,충청남도 천안시 동남구 수곡2길 17-17 (신방동),31176,연세하임산후조리원,2025-03-13 11:15:38,U,2025-03-15 02:40:00,,211248.500179025,365505.583954411,26,26,482.73,52.69,17.8,60.69,0.0,97.22,0.0,17.83,3.0,20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,
563,산후조리업,01_01_04_P,4490000,PHMB120144490261042100001,2014-05-09,,1,영업/정상,13,영업중,,,,,902-1000,,,충청남도 천안시 서북구 성정동 1524,"충청남도 천안시 서북구 성정공원1길 9-13, 2,3,10,11층 (성정동)",31109,퀸스산후조리원,2020-07-31 15:03:12,U,2020-08-02 02:40:00,,212223.121723013,369459.477872919,39,39,797.48,105.74,35.32,48.75,0.0,114.32,83.68,28.21,9.0,38.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,
564,산후조리업,01_01_04_P,4490000,PHMB120164490261042100002,2016-03-24,,1,영업/정상,13,영업중,,,,,570-9300,,,,충청남도 천안시 서북구 미라2길 18-11 (쌍용동),31155,혜성산후조리원,2022-12-19 17:11:55,U,2023-05-26 08:48:36,,211574.210404805,366623.591368082,15,15,296.52,61.92,14.58,0.0,8.0,0.0,24.0,9.72,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
565,산후조리업,01_01_04_P,4490000,PHMB120174490261042100001,2017-04-14,,1,영업/정상,13,영업중,,,,,,,,,충청남도 천안시 서북구 불당25로 104(불당동),31156,주식회사 아주르852 The앙즈로산후조리원,2023-03-23 10:34:59,U,2023-05-26 08:48:36,,209437.749469629,367687.170474254,37,45,839.72,118.2,27.92,64.86,7.28,138.75,12.23,43.36,3.0,13.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,
566,산후조리업,01_01_04_P,4520000,PHMB120124520031042100001,2012-08-27,,1,영업/정상,13,영업중,,,,,041-903-2277,,,충청남도 아산시 배방읍 장재리 1716,충청남도 아산시 배방읍 희망로46번길 16,31470,주식회사 삼성미즈산후조리원,2021-09-15 16:57:34,U,2021-09-17 02:40:00,,209266.285702504,365203.317085427,41,41,1158646.0,198.9,67.8,0.0,0.0,39.42,2.48,15.21,3.0,5.0,1.0,1.0,2.0,0.0,15.0,11.0,4.0,
567,산후조리업,01_01_04_P,4520000,PHMB120134520031042100001,2013-05-14,,1,영업/정상,13,영업중,,,,,041-549-3582,,,,충청남도 아산시 배방읍 배방로 26 (다온팰리스),31480,(주)다온미래산후조리원,2015-03-12 17:09:18,I,2018-08-31 23:59:59,,204743.8102965,363688.084066919,16,16,328.3,34.0,8.9,,,,,,2.0,4.0,,,,,0.0,,,
568,산후조리업,01_01_04_P,3910000,PHMB120083910168042100001,2008-11-24,,1,영업/정상,13,영업중,,,,,1800-7050,,450-150,경기도 평택시 비전동 1090번지,경기도 평택시 비전5로 3 (비전동),17854,지엔산후조리원,2025-04-11 10:16:38,U,2025-04-13 02:40:00,,209867.856808741,388703.112182184,23,23,475.2,39.36,19.8,34.0,0.0,0.0,0.0,14.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,
569,산후조리업,01_01_04_P,3910000,PHMB120143910165042100001,2014-07-18,,1,영업/정상,13,영업중,,,,,031-668-3759,,,경기도 평택시 서정동 839번지 11호,"경기도 평택시 송탄로 260, 더네이처 산후조리원 서정동 8-11층 (서정동)",17774,더네이처 산후조리원,2020-12-15 17:43:14,U,2020-12-17 02:40:00,,205169.084460891,396120.27326102,19,19,294.17,41.13,14.18,0.0,8.16,30.2,56.93,14.4,3.0,4.0,0.0,5.0,2.0,,4.0,4.0,0.0,
570,산후조리업,01_01_04_P,3910000,PHMB120153910168042100001,2015-06-12,,1,영업/정상,13,영업중,,,,,070-4284-7924,,451-884,경기도 평택시 안중읍 안중리 277번지 98호 4층,"경기도 평택시 안중읍 안중로131번길 14-15, 4층",17933,안중산후조리원,2025-04-03 18:47:18,U,2025-04-05 02:40:00,,193656.410945822,387599.393784408,7,7,114.2,15.2,3.7,0.0,4.6,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
571,산후조리업,01_01_04_P,3910000,PHMB120173910168042100001,2017-07-24,,1,영업/정상,13,영업중,,,,,031-651-8279,,,경기도 평택시 비전동 1027번지 4호,경기도 평택시 비전2로 121 (비전동),17852,(주) 럭셔리포레 산후조리원,2019-12-19 09:42:00,U,2019-12-21 02:40:00,,209223.387322329,388985.163650813,17,19,259.13,38.0,20.0,27.0,3.5,3.0,53.87,33.5,2.0,3.0,,1.0,1.0,2.0,3.0,3.0,,
572,산후조리업,01_01_04_P,3910000,PHMB120113910168042100001,2011-03-16,,1,영업/정상,13,영업중,,,,,031-656-3885,,,경기도 평택시 합정동 757번지 2호,경기도 평택시 중앙로 144 (합정동),17907,예일퀸스하우스산후조리원,2018-03-09 17:37:29,I,2018-08-31 23:59:59,,208739.805469013,387860.713472804,20,20,392.0,70.0,18.0,,,,,,3.0,8.0,,,,,2.0,2.0,,
573,산후조리업,01_01_04_P,4040000,PHMB120094040023042100002,2009-01-23,,1,영업/정상,13,영업중,,2020-01-21,2020-03-01,,031-699-8177,,,경기도 하남시 덕풍동 744-1 리치플러스 하남센터,"경기도 하남시 덕풍동로 111-15, 리치플러스 9층 (덕풍동)",12927,맘스프링산후조리원,2023-07-10 16:45:25,U,2023-07-13 02:40:00,,218304.542267737,449927.258322123,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
574,산후조리업,01_01_04_P,4000000,PHMB120174000018042100001,2017-12-27,,1,영업/정상,13,영업중,,,,,031-373-3567,,,경기도 오산시 원동 391번지 1호 패션폴라리스 6층 607-609호,"경기도 오산시 경기대로 154, 패션폴라리스 6층 607~609호 (원동)",18144,청율산후조리원,2022-06-29 14:07:24,U,2022-07-01 02:40:00,,206491.779909931,404082.012654852,12,12,223.47,32.15,10.57,0.0,0.0,0.0,40.55,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
575,산후조리업,01_01_04_P,4070000,PHMB120064070023042100001,2006-12-06,,1,영업/정상,13,영업중,,,,,636-0552,,467-800,경기도 이천시 중리동 466번지 3호,경기도 이천시 경충대로 2564 (중리동),17373,마리나산부인과부설 마리나산후조리원,2021-01-28 11:31:38,U,2021-01-30 02:40:00,,239677.181056561,419344.045453893,14,14,240.07,33.12,17.7,,22.2,11.0,,30.6,3.0,11.0,,,1.0,2.0,2.0,2.0,,
576,산후조리업,01_01_04_P,4070000,PHMB120074070023042100001,2007-01-25,,1,영업/정상,13,영업중,,,,,635-5300,,467-030,경기도 이천시 중리동 224번지 3호  7층,"경기도 이천시 이섭대천로 1186 (중리동,7층)",,YJB산후조리원,2019-09-03 11:20:46,U,2019-09-05 02:40:00,,239595.137553592,419453.796083071,12,12,413.8,41.5,42.0,,,,,28.87,3.0,11.0,,,2.0,5.0,8.0,,,
577,산후조리업,01_01_04_P,4030000,PHMB120164030022042100001,2016-03-28,,1,영업/정상,13,영업중,,,,,031-422-5155,,,경기도 의왕시 포일동 660번지 3층,"경기도 의왕시 포일세거리로 10, 3층 (포일동, 포일프라임타워)",16001,라움산후조리원,2018-02-21 16:04:14,I,2018-08-31 23:59:59,,198667.409116021,432662.698079265,19,19,473.0,51.3,12.6,23.5,7.3,,,10.8,5.0,8.0,,2.0,1.0,,3.0,3.0,,
578,산후조리업,01_01_04_P,3360000,PHMB120193360024042100001,2019-02-27,,1,영업/정상,13,영업중,,,,,,,,부산광역시 강서구 명지동 3240번지 5호,"부산광역시 강서구 명지오션시티4로 95, 웰하이 산후조리원 (명지동)",46764,웰하이 산후조리원,2022-06-22 15:28:30,U,2022-06-24 02:40:00,,373573.996361035,177367.942173947,8,8,102.38,30.4,8.6,0.0,0.0,5.07,24.25,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,
579,산후조리업,01_01_04_P,4040000,PHMB120194040023042100001,2019-04-15,,1,영업/정상,13,영업중,,,,,031-793-8300,,,경기도 하남시 풍산동 502번지 2호 연세아란빌딩,"경기도 하남시 미사강변대로54번길 121, 연세아란빌딩 6,7층 (풍산동)",12919,연세아란산후조리원,2019-04-15 17:51:11,I,2019-04-17 02:20:31,,216613.339642596,450641.293996172,17,17,306.93,29.76,11.63,66.47,0.0,5.79,80.39,,3.0,5.0,,1.0,,,10.0,7.0,3.0,
580,산후조리업,01_01_04_P,5700000,PHMB120195700008042100001,2019-05-03,,1,영업/정상,13,영업중,,,,,031-881-9500,,,경기도 여주시 상동 357번지 경기도공공산후조리원,"경기도 여주시 여흥로160번길 16, 경기도공공산후조리원 (상동)",12628,경기 여주공공산후조리원,2024-10-15 14:49:41,U,2024-10-17 02:40:00,,256648.238593303,421568.026473324,13,14,228.48,70.0,7.2,63.6,31.0,0.0,0.0,36.21,3.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,
581,산후조리업,01_01_04_P,3110000,PHMB120193110032042100001,2019-06-12,,1,영업/정상,13,영업중,,,,,02-6941-1231,,,서울특별시 은평구 불광동 311번지 13호 메트로타워,"서울특별시 은평구 통일로 856, 메트로타워 8층 (불광동)",03345,레피리움시그니쳐은평산후조리원,2022-08-26 16:34:08,U,2022-08-28 02:40:00,,192998.202204135,457479.99522553,21,21,735.5,72.6,13.7,22.5,13.1,9.6,52.8,14.3,4.0,4.0,0.0,1.0,1.0,1.0,29.0,24.0,5.0,
582,산후조리업,01_01_04_P,3820000,PHMB120193820050042100001,2019-04-29,,1,영업/정상,13,영업중,,2022-06-07,2022-08-22,,031-853-9115,,,경기도 의정부시 금오동 473번지 4호 프레티넘프라자2,"경기도 의정부시 부용로 105, 프레티넘프라자2 6층 (금오동)",11757,히아신스산후조리원,2022-08-19 17:03:09,U,2022-08-21 02:40:00,,206062.17075307,472098.300456439,25,25,352.89,79.38,42.4,56.37,5.56,8.16,51.75,17.45,3.0,2.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,
583,산후조리업,01_01_04_P,3630000,PHMB120233630020042100001,2023-06-13,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 우산동 1581-3,"광주광역시 광산구 무진대로 239, 4~5층 (우산동)",62359,더엘산후조리원,2023-06-13 16:25:28,I,2023-06-15 00:19:34,,182324.677269107,184817.966117905,21,24,844.68,76.73,0.0,40.3,14.22,19.74,21.84,6.61,3.0,4.0,0.0,0.0,2.0,5.0,8.0,5.0,3.0,
584,산후조리업,01_01_04_P,3620000,PHMB120233620020042100001,2023-06-28,,1,영업/정상,13,영업중,,,,,0625758787,,,광주광역시 북구 삼각동 824-2,"광주광역시 북구 우치로422번길 17, 6층 (삼각동)",61047,마더힐산후조리원,2023-06-28 14:58:14,I,2023-06-30 00:19:11,,191014.113968056,189420.540556753,23,27,963.0,89.0,0.0,61.6,36.0,0.0,31.62,26.25,3.0,10.0,0.0,3.0,2.0,0.0,6.0,6.0,0.0,
585,산후조리업,01_01_04_P,4241000,PHMB120164240025042100001,2016-02-16,,1,영업/정상,13,영업중,,,,,033-570-7348,,,강원특별자치도 삼척시 남양동 55번지 9호,"강원특별자치도 삼척시 오십천로 418 (남양동, 삼척의료원)",25920,강원특별자치도삼척의료원 공공산후조리원,2023-11-14 10:29:53,U,2023-11-16 02:40:00,,391434.820290382,439773.856200338,13,15,189.41,16.76,8.5,54.86,50.86,4.93,57.67,17.72,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
586,산후조리업,01_01_04_P,3430000,PHMB120153430019042100001,2015-07-02,,1,영업/정상,13,영업중,,,,,053-562-0100,,703-803,대구광역시 서구 내당동 245번지 7호,"대구광역시 서구 서대구로 49, 3~5층 (내당동)",41851,닥터안산후조리원,2015-07-07 17:53:00,I,2018-08-31 23:59:59,,340462.733747585,263584.57909484,20,20,384.09,45.19,23.59,68.63,16.29,80.0,15.44,21.26,3.0,5.0,,1.0,,,3.0,3.0,,
587,산후조리업,01_01_04_P,3420000,PHMB120113420023042100001,2011-09-30,,1,영업/정상,13,영업중,,,,,963-6663,,701-847,"대구광역시 동구 율하동 1113번지 2,3층","대구광역시 동구 안심로 54, 2,3층 (율하동)",41151,아델리아 산후조리원,2023-10-16 13:46:18,U,2023-10-18 02:40:00,,352709.176335806,264675.055839317,23,20,954.36,45.0,19.0,62.0,17.0,16.72,16.72,16.0,3.0,8.0,0.0,1.0,1.0,1.0,6.0,5.0,1.0,
588,산후조리업,01_01_04_P,3460000,PHMB120063460023042100003,2006-12-08,,1,영업/정상,13,영업중,,,,,740-7700,,706-011,대구광역시 수성구 범어동 595번지 27호,대구광역시 수성구 동대구로 271 (범어동),,여성M파크 산후조리원,2008-11-26 15:17:25,I,2018-08-31 23:59:59,,346713.946404382,262839.103624405,22,15,388.9,25.5,12.23,,,,,,6.0,3.0,1.0,5.0,1.0,,6.0,3.0,,
589,산후조리업,01_01_04_P,3460000,PHMB120063460023042100005,2006-12-20,,1,영업/정상,13,영업중,,2024-02-20,2024-03-03,,053-241-1009,,,,"대구광역시 수성구 달구벌대로 3316, 4~7층 (신매동)",42279,시엘 산후조리원,2024-02-29 14:06:58,U,2024-03-02 02:40:00,,355206.902793633,260947.600542403,27,27,561.9,62.3,20.8,80.0,48.4,0.0,0.0,8.3,7.0,8.0,0.0,4.0,3.0,1.0,7.0,456.0,0.0,
590,산후조리업,01_01_04_P,3460000,PHMB120063460023042100002,2006-12-04,,1,영업/정상,13,영업중,,,,,757-2500,,706-020,대구광역시 수성구 만촌동 1356번지 17호,대구광역시 수성구 화랑로 58 (만촌동),42038,더블유 산후조리원,2020-05-11 10:17:10,U,2020-05-13 02:40:00,,347491.745351025,264649.473769059,21,21,338.6,46.56,22.41,73.14,21.16,,,,13.0,5.0,1.0,2.0,2.0,1.0,7.0,56.0,,
591,산후조리업,01_01_04_P,3460000,PHMB120093460023042100002,2009-10-22,,1,영업/정상,13,영업중,,2023-07-20,2023-07-22,,765-0057,,706-091,"대구광역시 수성구 지산1동 940번지  1, 2층","대구광역시 수성구 청수로 166 (지산동,1, 2층)",,산후조리원 지온,2023-07-21 11:16:31,U,2023-07-23 02:40:00,,346855.112353369,261100.255536087,25,25,491.0,50.86,14.96,49.94,3.73,0.0,0.0,0.0,3.0,9.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,
592,산후조리업,01_01_04_P,3460000,PHMB120123460023042100001,2012-12-12,,1,영업/정상,13,영업중,,,,,053)656-0012,,706-833,대구광역시 수성구 수성동3가 336번지  5~8층,"대구광역시 수성구 명덕로 432, 5~8층 (수성동3가)",42138,김혜정산후조리원,2012-12-17 17:09:53,I,2018-08-31 23:59:59,,346040.391036692,262751.901324137,28,28,696.92,51.14,30.24,86.32,9.42,32.31,17.28,11.2,4.0,12.0,0.0,3.0,2.0,0.0,8.0,4.0,0.0,
593,산후조리업,01_01_04_P,3460000,PHMB120133460023042100001,2013-05-29,,1,영업/정상,13,영업중,,,,,,,,,대구광역시 수성구 무학로 25 (상동),42167,엘리자벳산후조리원,2021-06-17 18:20:43,U,2021-06-19 02:40:00,,345539.195016728,260035.101268054,22,23,463.34,52.84,16.74,33.66,11.06,,5.12,16.74,3.0,7.0,,1.0,,,,,,
594,산후조리업,01_01_04_P,3460000,PHMB120143460023042100002,2014-04-02,,1,영업/정상,13,영업중,,,,,053-721-7071,,706-837,대구광역시 수성구 중동,대구광역시 수성구 수성로38길 33 (중동),42155,본느마망 산후조리원,2019-12-04 10:38:26,U,2019-12-06 02:40:00,,345695.698997103,261546.815152652,29,29,672.86,75.28,44.04,82.76,40.05,34.61,200.78,44.25,5.0,7.0,0.0,1.0,,,5.0,4.0,1.0,
595,산후조리업,01_01_04_P,3830000,PHMB120093830197042100002,1998-12-05,,1,영업/정상,13,영업중,,,,,031-386-1300,,,,"경기도 안양시 동안구 평촌대로211번길 16, 삼희월드프라자 10층 (호계동)",14072,노블맘 산후조리원,2023-12-18 09:26:29,U,2023-12-20 02:40:00,,195947.84626811,432032.643605683,19,19,18.65,44.22,10.0,0.0,10.28,0.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,
596,산후조리업,01_01_04_P,3830000,PHMB120093830197042100003,2009-06-26,,1,영업/정상,13,영업중,,,,,031-385-1010,,,,"경기도 안양시 동안구 시민대로 214 (호계동, 다운타운 9층, 10층)",14072,봄빛병원 부설 산후조리원 2관,2018-02-06 10:57:15,I,2018-08-31 23:59:59,,195924.29062895,432204.553682233,54,54,1172.5,104.92,77.04,167.55,32.05,29.9,6.54,12.26,8.0,21.0,2.0,5.0,8.0,4.0,11.0,10.0,2.0,
597,산후조리업,01_01_04_P,3830000,PHMB120063830197042100002,2006-12-11,,1,영업/정상,13,영업중,,,,,031-384-1010,,,경기도 안양시 동안구 비산동 1112-1 안양건설타워,"경기도 안양시 동안구 시민대로 187, 안양건설타워 (비산동)",14047,봄빛병원부설 산후조리원1관,2023-07-18 16:35:48,U,2023-07-20 02:40:00,,195651.673909625,432187.915104016,35,35,684.76,64.27,12.5,109.35,20.04,77.65,3.33,21.12,5.0,12.0,1.0,6.0,2.0,5.0,17.0,5.0,4.0,
598,산후조리업,01_01_04_P,3830000,PHMB120123830197042100001,2012-10-05,,1,영업/정상,13,영업중,,,,,031-8068-7788,,430-041,경기도 안양시 만안구 석수1동 825번지 1호 2층,"경기도 안양시 만안구 예술공원로 153-32, 2층 (석수동)",13911,벨라산후조리원,2023-04-28 17:17:49,U,2023-04-30 02:40:00,,,,22,22,611.9,77.2,0.0,41.8,24.2,0.0,0.0,26.1,4.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,
599,산후조리업,01_01_04_P,4050000,PHMB120124050149042100001,2012-09-17,,1,영업/정상,13,영업중,,,,,,,448-120,경기도 용인시 수지구 동천동 948번지,"경기도 용인시 수지구 손곡로 95 (동천동, 송란아트프라자 4,5층)",16822,알리르마리산후조리원,2012-09-17 13:16:55,I,2018-08-31 23:59:59,,208065.718083926,425997.571411577,21,21,447.86,48.08,11.44,19.24,15.99,53.1,,7.69,4.0,5.0,,1.0,1.0,1.0,0.0,,,
600,산후조리업,01_01_04_P,4050000,PHMB120144050147042100001,2014-06-03,,1,영업/정상,13,영업중,,,,,031-323-3510,,,경기도 용인시 처인구 김량장동 220,"경기도 용인시 처인구 금학로 345, 3층,4층,6층 (김량장동)",17044,마미맘스산후조리원,2021-05-31 15:44:44,U,2021-06-02 02:40:00,,217861.179132759,415037.925590051,14,12,271.25,46.4,8.3,15.0,26.55,27.6,9.16,6.8,3.0,5.0,,2.0,1.0,,3.0,3.0,,
601,산후조리업,01_01_04_P,4050000,PHMB120154050149042100001,2015-05-01,,1,영업/정상,13,영업중,,2023-06-01,2023-08-07,,031-225-0011,,,경기도 용인시 수지구 상현동 1129번지,"경기도 용인시 수지구 법조로 242, 3층~5층 (상현동)",16942,(주)루산후조리원,2023-08-23 18:23:36,U,2023-08-26 02:40:00,,206547.725076573,422057.163285241,21,21,465.83,54.27,14.98,72.07,12.53,23.52,41.37,6.6,3.0,8.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,
602,산후조리업,01_01_04_P,4050000,PHMB120154050148042100001,2015-08-28,,1,영업/정상,13,영업중,,,,,031-548-2705,,,경기도 용인시 기흥구 농서동 418번지 1호 스마트밸리 5층,경기도 용인시 기흥구 서천로202번길 1 (농서동),17110,루나 산후조리원 동탄점,2023-12-18 09:49:37,U,2023-12-20 02:40:00,,206137.072145586,414264.468868384,14,14,225.23,38.26,10.47,24.35,12.47,38.22,38.22,11.51,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,
603,산후조리업,01_01_04_P,3830000,PHMB120163830197042100001,2016-02-04,,1,영업/정상,13,영업중,,,,,031-422-0081,,,,경기도 안양시 동안구 동편로20번길 28 (관양동),13929,디어맘산후조리원,2022-12-01 14:35:11,U,2023-05-26 08:48:36,,197495.27154128,433700.937348533,11,11,182.79,23.78,18.77,56.4,11.04,41.75,11.52,12.5,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
604,산후조리업,01_01_04_P,3830000,PHMB120163830197042100002,2016-03-30,,1,영업/정상,13,영업중,,,,,,,,"경기도 안양시 동안구 호계동 1003-5 6, 7층(동안빌딩)","경기도 안양시 동안구 흥안대로 125, 동안빌딩 6, 7층 (호계동)",14112,(주)그랑베이산후조리원,2022-06-16 18:10:54,U,2022-06-18 02:40:00,,196260.42317239,429867.612214784,26,26,869.32,116.08,23.38,68.62,38.76,28.06,13.44,39.1,4.0,8.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,
605,산후조리업,01_01_04_P,4050000,PHMB120114050148042100001,2011-03-28,,1,영업/정상,13,영업중,,,,,031-211-2288,,446-908,경기도 용인시 기흥구 영덕동 986번지 8호 우연프라자5층,"경기도 용인시 기흥구 흥덕2로 85 (영덕동,우연프라자5층)",,로얄 산후조리원,2023-04-25 13:13:31,U,2023-04-29 02:40:00,,206472.291588856,419243.503486584,16,16,358.0,42.5,10.5,28.7,18.2,23.3,63.3,8.9,4.0,5.0,0.0,2.0,1.0,2.0,10.0,7.0,3.0,
606,산후조리업,01_01_04_P,4050000,PHMB120114050148042100002,2011-09-14,,1,영업/정상,13,영업중,,,,,,,446-569,경기도 용인시 기흥구 구갈동 352번지 구갈메가타운 7층,"경기도 용인시 기흥구 구갈로 70 (구갈동,구갈메가타운 7층)",,노블엘르산후조리원,2023-10-16 11:54:59,U,2023-10-18 02:40:00,,209834.520522453,419847.827938982,21,21,448.69,63.65,10.0,22.5,23.0,0.0,94.83,9.2,4.0,5.0,0.0,2.0,1.0,1.0,9.0,7.0,2.0,
607,산후조리업,01_01_04_P,4050000,PHMB120114050149042100003,2011-09-22,,1,영업/정상,13,영업중,,2022-06-01,2023-03-30,,,,448-506,경기도 용인시 수지구 풍덕천1동 556번지 5호,경기도 용인시 수지구 포은대로313번길 4 (풍덕천동),16846,수지미래산후조리원,2024-11-12 15:01:15,U,2024-11-14 02:40:00,,207587.964086149,423671.86552024,21,21,388.14,41.4,13.52,0.0,0.0,0.0,15.4,26.42,4.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,
